old_entrez_gene_id	new_entrez_gene_id	date
222708	346157	20050510
222951	7589	20050502
223110	346562	20050510
245712	152110	20050510
245713	284086	20050510
245718	144638	20050510
245725	5700	20050510
245728	400322	20050510
245735	55090	20050510
245741	27338	20050510
245756	5872	20050510
245757	388707	20050510
245759	94104	20050510
245764	246243	20050510
245768	29789	20050510
245783	6745	20050510
245787	5383	20050510
245792	55234	20050510
245794	10015	20050510
245796	84187	20050510
245808	64771	20050510
245814	24146	20050510
245815	246721	20050510
245820	202333	20050510
245914	245913	20090813
245933	245932	20050510
245941	644414	20060506
245969	27286	20090325
245970	84925	20050510
245971	9289	20050607
245987	57460	20050506
246101	1485	20050509
246111	55975	20050217
246125	22829	20050217
246127	347613	20050510
246128	352896	20050510
246129	360021	20050510
246141	163088	20050510
246148	2103	20080321
246170	345275	20050503
246180	9640	20110316
246204	160622	20050502
246205	83715	20050510
246206	4646	20050510
246220	152518	20050510
246231	81794	20050510
246261	93273	20050506
246290	4640	20060908
246308	55958	20050508
246309	11234	20050509
246315	146691	20100116
246320	7415	20050520
246713	137529	20050504
246718	6923	20080812
246732	149998	20050509
246742	10381	20050510
246743	55605	20100321
246753	149013	20050508
246763	91404	20050504
246764	84063	20050505
246765	60386	20120314
252863	286827	20050510
252914	256987	20050502
252945	84124	20050510
252947	286557	20050504
252957	283698	20050506
252970	84467	20050508
253115	1192	20050510
253150	9204	20050701
253223	6890	20050510
253228	4479	20050510
253250	55088	20050510
253263	10491	20050509
253271	6581	20050510
253274	79605	20050510
253296	8705	20050510
253342	100128853	20090408
253386	641371	20050217
253443	10336	20050510
253479	10251	20050510
253482	100270865	20090620
253539	54887	20050510
253636	168400	20050502
253657	341356	20050508
253664	440072	20050510
253681	147040	20050510
253755	114883	20050510
253767	55336	20050510
253775	646193	20050507
253779	202243	20050510
253815	89766	20050510
253816	25988	20050510
253820	93556	20100115
253842	2649	20141120
253866	128826	20050510
253891	114897	20050510
253968	729662	20050510
253975	441155	20050510
253981	768211	20070430
254011	729621	20050510
254023	132864	20050510
254057	101927167	20140725
254060	219790	20050510
254076	57224	20050510
254085	100505981	20050510
254107	6494	20050510
254109	387496	20050510
254115	91056	20050510
254182	84182	20050510
254299	105370683	20160503
254431	5192	20050510
254436	50511	20050510
254505	440955	20050510
254556	644006	20080725
254571	374654	20080917
254617	26012	20050510
254661	6983	20050510
254672	5370	20050510
254679	108	20050510
254746	23666	20050510
254749	92283	20050510
254751	221656	20050910
254798	6330	20050510
254808	100131551	20080314
254848	84740	20070928
254851	55030	20050510
254897	23252	20050509
254919	93035	20050510
254949	284827	20050510
255017	10067	20050510
255045	643888	20050502
255055	439916	20050510
255177	107984784	20170706
255185	284086	20050510
255191	100533706	20050508
255218	111	20050510
255244	644672	20050510
255251	85007	20050510
255263	4638	20050510
255265	148254	20050510
255270	6276	20050510
255309	116534	20050502
255320	100131250	20130312
255326	399761	20060408
255352	54777	20111206
255358	164091	20050510
255458	729678	20070430
255481	26017	20050502
255536	7469	20050510
255570	339902	20050510
255609	392197	20050510
255611	391622	20050510
255653	196385	20050510
255698	283578	20050510
255714	22917	20050510
255753	246100	20050510
255774	285852	20050510
255838	23304	20050510
255861	327	20111203
255862	55300	20050510
256000	442775	20051014
256008	55867	20050510
256078	63973	20050503
256096	728626	20060306
256106	401589	20050510
256109	100288948	20120613
256112	100129482	20090210
256159	389332	20050502
256207	348254	20050510
256212	390594	20050510
256273	9866	20090311
256280	100130873	20090303
256306	256302	20070328
256436	729708	20050510
256440	23394	20050510
256453	730118	20060306
256470	440043	20050217
256482	388585	20050510
256544	157983	20050510
256596	6323	20050510
256626	169044	20050510
256676	113130	20170624
256790	374407	20050510
256817	392529	20050510
256855	80164	20050510
256867	3481	20050510
256875	441584	20050510
256895	400796	20050504
256912	3684	20050510
256946	10772	20050510
256948	57491	20050510
256980	22899	20050510
257039	100271071	20090620
257048	441518	20050505
257051	170261	20050508
257054	728294	20090327
257060	1841	20050509
257103	102723489	20140926
257109	140680	20050504
257122	541466	20050510
257152	105369147	20170627
257205	6414	20050510
257249	389289	20050510
257319	9975	20050510
257354	9717	20050510
257355	51172	20050510
257394	121131	20050510
257413	56899	20050510
257428	55904	20050510
257436	4867	20050510
257451	90780	20050510
257459	26027	20050510
257461	6922	20050510
257471	6670	20050504
257476	9807	20050509
257478	4851	20050510
257503	340198	20050510
257505	646520	20050510
257513	6890	20050510
257541	2794	20050510
257542	8449	20050510
257551	7124	20050510
257553	55937	20050510
257554	57827	20050510
257555	1460	20050510
257556	1192	20050510
257567	6890	20050510
257570	8705	20050510
257593	8449	20050510
257601	7124	20050510
257604	55937	20050510
257616	1460	20050510
257617	1192	20050510
257619	63943	20050510
257623	646520	20050510
257638	203477	20050510
257640	171559	20050510
259219	56984	20050510
259231	137529	20050510
259262	441394	20050610
259264	441459	20050502
259267	221527	20050510
259268	5173	20101220
259284	5726	20050504
259288	353164	20060602
259297	55175	20050510
260295	57674	20120315
260312	245908	20050510
260316	135892	20050504
260317	375593	20050505
260318	378108	20050506
260329	326276	20080404
260333	347694	20050510
260352	22838	20050507
260433	261734	20050510
261728	120425	20050510
261733	84750	20050510
266597	51185	20050510
266616	55599	20050510
266618	149830	20050701
266627	644899	20100421
266628	728300	20071006
266642	221833	20050502
266658	338414	20090325
266659	259294	20090325
266660	259295	20090325
266662	259294	20090325
266663	259293	20090325
266664	259290	20090325
266745	1646	20050510
266788	85320	20060517
266791	5729	20050520
266959	51360	20120507
266960	64221	20050510
266978	54880	20050518
267003	116966	20050505
268275	253935	20050217
276717	253738	20050502
276718	343035	20050503
276721	100422411	20111206
280642	285512	20050504
280666	282808	20050504
282548	57211	20081120
282561	257218	20050502
282565	114784	20050504
282597	285116	20050510
282628	283629	20050504
282630	91147	20060212
282632	441669	20050510
282650	2834	20050505
282680	375318	20050502
282683	8563	20060306
282695	284111	20050502
282696	129563	20081217
282718	390872	20050506
282719	79538	20050507
282720	81240	20050508
282721	79300	20050509
282722	81230	20050510
282723	135942	20050510
282724	81382	20050510
282725	392138	20050510
282726	81430	20050510
282727	338637	20050510
282728	155340	20050510
282729	402249	20050510
282730	253933	20060509
282731	155340	20050510
282732	344729	20050510
282733	392138	20050510
282734	26495	20050510
282735	392106	20050510
282736	393046	20050510
282737	392138	20050510
282738	135942	20050510
282739	391191	20050510
282740	81466	20050510
282741	343171	20050510
282742	127069	20050510
282743	127077	20050510
282744	401994	20050510
282745	127059	20050510
282746	26246	20050510
282747	390053	20050510
282748	390054	20050510
282749	79529	20050510
282750	392540	20050510
282751	441308	20050510
282752	219965	20050510
282753	8587	20050510
282755	155340	20050507
282757	284521	20050509
282758	127064	20050510
282759	127062	20050510
282760	391196	20050510
282761	283110	20050510
282762	283111	20050510
282764	390058	20050502
282765	79470	20050503
282766	81295	20050504
282767	390030	20050505
282768	144125	20050506
282771	390139	20050502
282772	81160	20050503
282773	81193	20050504
282774	219417	20050505
282777	390138	20050510
282778	219968	20050510
282779	10822	20050510
282780	390215	20050510
282781	390224	20050510
282782	341152	20050510
282783	26492	20050510
282784	219865	20050510
282785	219865	20050510
282787	282801	20050510
282788	390313	20050510
282789	341568	20050510
282792	390329	20050510
282793	341418	20050510
282794	401742	20050510
282796	391119	20050510
282797	343409	20050510
282798	391120	20050510
282799	81486	20050510
282800	26645	20050510
282802	9432	20050510
282803	9432	20050510
282804	26695	20050510
282805	402246	20050510
282807	11254	20060602
282810	64693	20050510
282914	203068	20050510
282918	253018	20050510
282944	54435	20050510
282953	394263	20050510
282955	253018	20050510
282961	653639	20050510
282965	2074	20050510
282977	439945	20050510
282992	399806	20091009
283012	10556	20070912
283027	441666	20110622
283031	439911	20050509
283054	305	20050505
283065	100131213	20080821
283070	57118	20150113
283071	441549	20051201
283079	100507605	20110609
283103	440027	20050510
283105	81846	20050503
283126	5331	20070822
283127	100996455	20050510
283135	100505621	20110407
283153	867	20050509
283156	414899	20050502
283169	729717	20050510
283170	440072	20050510
283176	112937	20060207
283186	338674	20050510
283187	642975	20050510
283222	646195	20050510
283223	220382	20050510
283225	1740	20060405
283235	399900	20050510
283241	25923	20050510
283247	729960	20060906
283278	144100	20160721
283293	144132	20050510
283294	144132	20090130
283308	400055	20050510
283318	79923	20050510
283331	57701	20081002
283340	728658	20070619
283343	459	20060810
283347	645233	20050510
283348	8496	20050510
283368	1911	20050510
283378	55206	20091118
283388	440107	20050510
283389	728114	20060306
283391	387856	20050510
283400	9498	20060324
283401	6334	20120202
283437	100292680	20050510
283439	775	20061230
283441	728147	20050510
283445	32	20050510
283454	8739	20170627
283470	57609	20050510
283476	266722	20050510
283485	105370361	20170627
283492	102723968	20081114
283494	387934	20050510
283501	100874205	20131213
283505	400121	20050510
283506	387921	20050510
283508	160851	20140702
283535	2835	20090407
283536	432369	20050510
283564	400223	20050510
283567	26037	20110623
283569	338917	20050510
283580	145508	20050217
283591	145270	20050510
283625	57680	20050502
283639	113146	20050509
283650	3493	20060404
283658	26108	20131211
283666	6095	20081118
283680	1106	20070327
283695	388076	20050510
283697	100130111	20100807
283699	653075	20050510
283737	123624	20170627
283741	388112	20050510
283743	400359	20050502
283744	400360	20050503
283750	197131	20050510
283762	10239	20050502
283824	64131	20061205
283825	64131	20050510
283827	51704	20050510
283844	146177	20070616
283846	729602	20081016
283852	80777	20060325
283859	85407	20110621
283864	29123	20050510
283873	729652	20050510
283874	100507321	20070421
283886	5930	20050510
283893	728809	20050510
283901	101928595	20090303
283904	400550	20100730
283917	729564	20050504
283928	114780	20050507
283930	22928	20050510
283934	317702	20050502
283958	647156	20050510
283967	647156	20050510
283988	283987	20050502
283995	146664	20050510
284002	400629	20050510
284003	79701	20050510
284015	100132978	20090210
284017	100130950	20090202
284019	9931	20070404
284020	440459	20050510
284033	388336	20100310
284037	388339	20050510
284043	3573	20100708
284048	100129396	20170112
284062	8153	20060415
284065	1845	20050510
284066	1845	20050510
284079	11248	20050504
284107	100131347	20070427
284113	374768	20050510
284121	116729	20050510
284139	100505753	20050508
284148	645027	20050510
284158	146754	20050915
284160	653479	20100701
284166	645688	20060306
284176	8632	20070807
284187	100130370	20130110
284193	339256	20050510
284205	284124	20050503
284208	146712	20051202
284209	9020	20050510
284214	9229	20110624
284216	645387	20050510
284220	440479	20050504
284221	63895	20090912
284222	63895	20090912
284235	646359	20050510
284258	51046	20050510
284262	26040	20090317
284267	57724	20060422
284278	25914	20050510
284282	400657	20050510
284292	6318	20050510
284296	729956	20090217
284301	729974	20050505
284313	100506657	20090228
284315	728481	20050510
284345	653583	20070830
284350	7772	20050502
284356	9266	20081118
284372	90317	20050509
284373	102724105	20140715
284376	399669	20050510
284378	388561	20050510
284387	664709	20060726
284436	376497	20050510
284462	388662	20050504
284465	55924	20050802
284466	389	20050508
284475	100506459	20120412
284484	81609	20050510
284491	353135	20050510
284492	353132	20050510
284495	6284	20050510
284505	439927	20050510
284530	5081	20090317
284542	388630	20100816
284553	729708	20050503
284556	440595	20050506
284557	400765	20050507
284563	653505	20050503
284591	643837	20060606
284598	100130417	20090327
284602	375790	20050510
284609	646572	20060306
284610	100507044	20110601
284628	105378586	20170609
284642	646555	20050510
284647	777	20050510
284666	84224	20050510
284679	646347	20050510
284683	729952	20050504
284684	440699	20050505
284694	492303	20050507
284701	731275	20091016
284702	3192	20151031
284709	55127	20050510
284710	440737	20050510
284711	645884	20050510
284734	54994	20050510
284740	140710	20050502
284742	57158	20050504
284743	3172	20050505
284744	140834	20050506
284747	100130934	20080801
284758	400831	20050503
284768	728283	20050510
284776	140733	20050510
284779	140836	20050510
284784	128774	20050510
284804	140688	20120224
284810	729608	20050510
284813	394217	20050510
284829	3454	20050503
284848	23784	20050510
284850	644773	20050510
284854	7451	20050510
284861	642633	20131210
284915	400926	20050510
284922	388907	20050510
284939	23542	20170627
284940	85358	20050502
284944	1768	20090204
284952	348654	20110624
285002	400960	20050510
285011	653447	20060306
285014	51011	20110624
285015	653192	20050510
285023	100130691	20090225
285026	285025	20100630
285035	645367	20050506
285037	642691	20050508
285048	100129726	20090306
285058	646915	20050506
285067	729843	20050510
285069	64682	20050510
285076	729859	20050510
285086	3267	20080925
285087	729879	20050502
285091	389084	20050506
285111	394261	20050510
285112	643387	20050510
285122	388931	20050720
285135	401024	20100513
285140	728350	20071201
285144	400940	20090213
285166	400958	20050510
285170	130535	20050510
285179	3580	20050510
285183	729770	20050510
285187	23192	20050510
285192	653437	20070825
285196	23317	20050509
285206	151657	20050510
285214	6147	20050510
285216	100287639	20101007
285241	285242	20070824
285246	440991	20050510
285248	730218	20060306
285264	57709	20080410
285271	646450	20050510
285280	1370	20050510
285281	4336	20130525
285299	100288801	20170629
285304	152137	20050502
285305	152138	20050503
285316	389168	20050510
285320	100133259	20100803
285338	25871	20050922
285345	353274	20050504
285398	91869	20081223
285405	389120	20050507
285410	727821	20050510
285431	90768	20140830
285433	100132463	20050510
285458	100132288	20050922
285461	401114	20050504
285468	728369	20050510
285469	728369	20050510
285471	728369	20050510
285534	389199	20050510
285549	132864	20050502
285553	493856	20050510
285562	391769	20050510
285568	391767	20050510
285573	114899	20050510
285580	100132356	20080611
285586	728553	20050508
285595	728334	20050510
285603	4012	20050506
285615	729080	20050510
285620	100129716	20090401
285628	107075116	20160225
285645	728334	20050510
285653	728324	20060306
285663	441073	20050510
285669	389293	20050502
285680	285679	20050510
285682	2324	20060815
285685	439936	20050510
285689	401172	20050510
285695	90268	20050502
285698	391742	20050504
285705	285704	20050510
285713	10184	20060606
285733	100507203	20110613
285748	645958	20050510
285749	375513	20070327
285752	642741	20050504
285754	221262	20120211
285771	4835	20110621
285778	100129461	20140916
285783	642590	20050510
285787	23033	20050510
285797	401282	20050510
285801	442229	20090101
285802	642443	20080725
285807	266553	20050510
285812	54438	20170609
285813	23408	20080801
285815	6659	20050510
285821	439938	20050217
285827	100507362	20101111
285831	2794	20100622
285835	101929072	20170627
285840	653639	20061005
285845	646785	20050510
285850	646949	20050510
285854	401261	20050510
285856	377381	20050510
285858	100132354	20050510
285899	8327	20050510
285911	442326	20050504
285923	84629	20050510
285924	401303	20050510
285926	5395	20050510
285927	222967	20070527
285929	340267	20070509
285931	221806	20050510
285936	9771	20050510
285944	100133311	20110617
285946	646762	20050510
285948	442524	20050510
285949	401320	20110621
285960	107	20050510
285970	23145	20050510
285984	402562	20060306
285986	51666	20110604
285993	29990	20050510
285997	402682	20050510
286009	102724434	20150211
286017	407835	20050510
286025	57670	20070718
286031	389634	20050508
286032	57604	20070707
286040	389630	20050509
286044	79660	20070927
286051	439941	20050510
286052	157378	20170627
286056	10361	20050510
286057	64236	20050510
286061	80005	20050510
286063	100287846	20170628
286073	642475	20060408
286087	105377782	20170628
286090	401445	20050510
286091	441377	20050510
286100	414919	20050510
286106	441362	20050510
286109	27161	20170120
286123	338005	20100805
286143	401470	20050510
286149	105375650	20170613
286155	728381	20050510
286163	157697	20050510
286164	401442	20050510
286167	6482	20081119
286170	84376	20080305
286180	55636	20050510
286208	100289019	20100310
286209	389791	20050510
286212	414318	20050510
286220	402381	20050510
286235	441452	20070321
286254	101928483	20170628
286260	100289341	20090729
286286	389741	20050510
286292	728601	20050510
286301	100131997	20080801
286309	1057	20050509
286331	652972	20050505
286334	114991	20070130
286341	401491	20050510
286354	100128782	20080412
286367	55335	20150130
286371	100129347	20080724
286373	65268	20050510
286399	79742	20050510
286403	392459	20080822
286434	389906	20100709
286440	11043	20090220
286454	642869	20050510
286459	10838	20050510
286463	392437	20170629
286465	340596	20050502
286475	171482	20050510
286476	171483	20050510
286485	100996279	20050506
286486	645996	20050507
286493	728748	20060306
286505	9949	20050719
286513	729188	20050510
286516	392433	20050503
286518	56001	20050505
286526	282808	20070925
286545	286544	20050502
286561	727969	20070619
286750	9414	20111130
317665	407053	20090531
317666	161394	20050504
317667	8842	20090312
317683	114788	20050510
317700	653753	20091006
317720	3082	20090912
317770	100288613	20111206
317771	6126	20110401
317783	1493	20051206
317786	283596	20061005
319108	80127	20050510
319124	338785	20050502
319125	374454	20050510
326274	192127	20101009
326319	79334	20101016
326324	192133	20090222
326332	100421577	20140522
326335	8573	20090407
326344	644314	20060810
326345	4498	20050505
326575	280657	20090827
326589	100287603	20100619
326592	326594	20090416
333927	642658	20080430
333930	126961	20050509
337869	283507	20060404
337881	140258	20050507
337891	10159	20060515
337894	135138	20060602
337928	10133	20050507
337929	53587	20050508
337930	486	20050509
337931	477	20050510
337932	6041	20081217
337933	11280	20050804
337934	23705	20050510
337935	147968	20050510
337939	5653	20050510
337941	53904	20050510
337943	401251	20050217
337944	30813	20050217
337945	55734	20050217
337946	93655	20050217
337947	6725	20050217
337948	255061	20050217
337949	10225	20050217
337950	166655	20050217
337951	391712	20051108
337953	148170	20050217
337954	349149	20050217
337955	644076	20060506
337956	2170	20050510
337957	114990	20050412
337961	284827	20050510
337962	254950	20050510
337992	143425	20050510
337993	341359	20050510
337994	252983	20050510
337995	728635	20081217
337996	646996	20090210
337997	102725045	20050602
337998	400208	20050602
337999	387332	20050510
338000	7597	20100128
338001	9369	20100121
338003	643382	20100310
338006	55017	20050217
338007	25983	20050217
338008	90668	20050603
338009	51016	20050510
338010	29082	20050217
338011	56948	20050217
338012	25938	20050217
338013	112487	20050217
338014	80224	20050217
338015	84837	20050217
338016	122592	20071006
338018	390472	20110608
338019	100418877	20111206
338020	55015	20050217
338021	642812	20081230
338022	8628	20050604
338023	1760	20070719
338025	9941	20090310
338026	7351	20141125
338028	148327	20050608
338029	3265	20070527
338083	80144	20050505
338329	7369	20050502
338330	1785	20060602
338335	152137	20070527
338341	79001	20050510
338343	64127	20050526
338373	259173	20050510
338377	26585	20141122
338378	23503	20050510
338380	22930	20050804
338383	259266	20050510
338384	144195	20050510
338397	448990	20121129
338402	283652	20050510
338404	64221	20060606
338415	341019	20050509
338416	347541	20050510
338420	55636	20050505
338421	55659	20050510
338422	147687	20050510
338423	147686	20050510
338424	79744	20050510
338425	147923	20050510
338430	692236	20050510
338447	9076	20060113
338449	338414	20050510
338450	391253	20051028
338452	7273	20050510
338454	341965	20111105
338455	246720	20100226
338456	731308	20111206
338463	192131	20090316
338464	1181	20050510
338543	503542	20050510
338564	79949	20050510
338598	414241	20140408
338612	399726	20050510
338616	645587	20070712
338617	100289619	20121110
338620	105376486	20170628
338633	143506	20050510
338635	390031	20050510
338636	143506	20050510
338682	9066	20050510
338716	4583	20050510
338753	1262	20050510
338757	374462	20050503
338759	359787	20050510
338769	83857	20050510
338816	653247	20050510
338835	283455	20050510
338836	283455	20050510
338841	283464	20050510
338869	642641	20050217
338881	440163	20050510
338918	730011	20060306
338934	647286	20050510
338941	399694	20050510
338969	653720	20050510
339010	102724631	20140225
339029	64782	20050505
339047	339044	20100730
339051	339039	20050505
339078	729652	20050502
339081	440337	20050505
339088	552900	20050510
339090	22928	20050217
339091	440354	20050510
339092	552900	20050510
339127	390667	20050505
339137	283953	20050510
339139	388282	20050510
339146	400548	20050502
339151	347741	20050507
339152	400622	20050508
339172	388407	20050510
339178	5198	20050510
339195	728255	20050510
339204	80320	20050504
339215	414062	20050217
339237	645027	20060306
339275	645832	20050502
339276	57532	20050503
339284	440434	20050510
339288	649446	20050502
339316	100507527	20130626
339321	2116	20050504
339359	348327	20050510
339377	729645	20060306
339446	57463	20050505
339452	375790	20050510
339457	85452	20140408
339531	55083	20070606
339554	6006	20050502
339579	285195	20050510
339607	26164	20050510
339629	728409	20080822
339659	7621	20050510
339692	440895	20060406
339716	400963	20050510
339747	440888	20050510
339749	400966	20050510
339809	100652824	20090521
339833	401082	20090304
339835	474171	20050510
339841	389137	20050507
339858	117151	20090620
339903	100506243	20060324
339924	54800	20050510
339928	647285	20050503
339951	79633	20060729
339984	339983	20101202
339987	5522	20050510
339991	643513	20060306
340003	645104	20050217
340026	728609	20061121
340042	643618	20050510
340052	26693	20050510
340100	391742	20050505
340109	643401	20060810
340116	643031	20050510
340122	389320	20050503
340133	26230	20050510
340142	441167	20050510
340155	3662	20050505
340167	643067	20050510
340178	105378146	20160408
340185	389370	20050502
340186	55604	20050503
340223	402509	20060306
340239	101929114	20130906
340257	441250	20050510
340265	392862	20070214
340281	441204	20060420
340285	442668	20050510
340311	100128553	20080314
340312	402715	20060306
340318	100101267	20070612
340330	442713	20050510
340338	729659	20050510
340340	111216280	20170518
340344	730130	20060306
340354	94137	20050504
340373	9920	20050510
340391	83481	20050510
340414	101929402	20130904
340502	100312798	20101029
340532	51132	20050504
340561	100131816	20080806
340567	168400	20050510
340599	469	20050508
340623	360008	20101016
340843	653567	20090625
340917	401638	20050510
340933	401640	20050510
340993	645312	20050504
341371	728858	20060306
341412	100271475	20090620
341465	440086	20050510
341537	283455	20050510
341862	645560	20050510
341889	326305	20050510
341912	646701	20100622
341996	440272	20050510
342097	80125	20050502
342454	388199	20050510
342531	100652883	20120410
342578	441795	20050510
342615	100506736	20110406
342663	440435	20050510
342710	374864	20050510
342880	388531	20061003
342959	645432	20070118
342969	729648	20060306
342972	729747	20060306
342991	7617	20050510
343190	200008	20050507
343354	644220	20050510
343474	646780	20060306
343526	653619	20050506
343529	441876	20050509
343531	101927546	20100730
343544	653619	20050510
343552	100132074	20080801
343574	140711	20050510
343629	100287547	20090212
343958	645694	20071003
344525	50636	20050510
344620	728505	20060906
344651	440955	20050510
344797	5488	20060211
344914	440956	20050510
345157	3323	20050510
345255	1330	20050510
345303	402175	20050510
345363	1348	20050510
345499	84250	20080515
345513	646723	20050510
345540	455	20050510
345589	6219	20050510
345637	454	20050510
345659	643106	20050510
345667	11174	20050510
345768	62	20050510
346006	346007	20070620
346173	646520	20050503
346245	730180	20050510
346290	442309	20050503
346316	441238	20050510
346355	392617	20060306
346588	402676	20081009
346646	646873	20050510
346674	641842	20050502
347348	653364	20050510
347385	55999	20050508
347438	170067	20060503
347530	401602	20050510
347537	441511	20050510
347583	64593	20050510
347593	441533	20080622
347621	340198	20050509
347639	646520	20050510
347665	646520	20050510
347676	6103	20050502
347677	401	20050503
347678	57190	20050504
347679	546	20050505
347680	3339	20050506
347681	1717	20050507
347682	3798	20050508
347683	126295	20060512
347684	155054	20050502
347692	387032	20080819
347693	780776	20070715
347697	285231	20050509
347719	339257	20050510
347728	317687	20050509
347729	5932	20121102
347748	340481	20050509
347749	326342	20050510
347807	55130	20050502
347813	285961	20050510
347814	728327	20050510
347851	91056	20050510
348084	645263	20050510
348095	390594	20050502
348126	80154	20050510
348166	55911	20050505
348176	400541	20050503
348225	729321	20050510
348231	388394	20050510
348241	2186	20050510
348245	85464	20050510
348267	645387	20050506
348281	728599	20050510
348356	57463	20050510
348371	440689	20050510
348416	55243	20050510
348448	653440	20050510
348453	83756	20050510
348454	9906	20050510
348464	164045	20050510
348477	375056	20051126
348482	100132406	20050506
348488	23013	20050502
348497	1855	20050510
348522	375790	20050510
348531	60674	20050510
348549	25943	20050510
348570	653214	20050510
348572	26046	20050510
348655	727851	20050502
348692	100132215	20090303
348719	54221	20050510
348721	642691	20050510
348770	642691	20050510
348817	100874114	20140625
348830	23200	20050506
348837	389119	20050217
348901	728369	20050510
348902	728369	20050510
348903	728386	20050510
348904	728369	20050510
348905	728369	20050510
348906	728369	20050510
348908	728369	20050510
349035	653188	20081126
349061	645958	20050510
349066	645958	20050510
349236	10507	20081125
349249	94107	20050510
349261	387628	20050510
349300	387628	20050510
349336	26012	20050503
349337	54932	20050504
349338	653440	20060716
349407	51480	20050510
349410	653440	20060716
349420	401589	20050510
349441	441531	20050510
349442	63947	20050510
349443	653687	20050510
349451	83259	20050504
350615	65982	20090304
350721	730255	20050510
351355	100533727	20130716
351655	649288	20050510
351883	6225	20050510
351912	389333	20050510
352462	377630	20050510
352630	653123	20050510
352897	375850	20050502
352908	26058	20080618
352955	50951	20050510
353017	54435	20110414
353092	345829	20080822
353093	646024	20080801
353117	439931	20050502
353129	1816	20060602
353146	254910	20050510
353157	54874	20050508
353158	84219	20050509
353159	153830	20070426
353171	11141	20050510
353175	255738	20050217
353176	138307	20060907
353177	253832	20050508
353178	10446	20051108
353185	286827	20060504
353215	4000	20100205
353216	2617	20050510
353240	83707	20050922
353260	266657	20090714
353261	114826	20050510
353262	54438	20050510
353263	58527	20050510
353264	168002	20050510
353265	112609	20050510
353266	168090	20050510
353268	26238	20050510
353269	653483	20070626
353270	84300	20050505
353271	221468	20050510
353272	154467	20050510
353275	55663	20050608
353276	65982	20050713
353277	55888	20071109
353278	203523	20050509
353281	100130733	20090325
353284	1028	20050510
353285	64285	20050510
353286	78987	20050510
353289	439934	20050510
353296	84894	20050503
353297	645191	20080801
353298	158038	20050701
353308	79627	20050510
353309	79940	20050510
353315	92196	20070629
353334	386676	20050510
353335	386675	20050510
353336	386680	20050510
353337	386682	20050510
353339	386679	20050510
353340	386677	20050510
353366	57477	20060602
353367	10484	20070105
353368	221303	20050502
353369	285753	20050510
353505	4204	20060908
353506	167838	20050510
353507	221264	20050510
353508	400013	20090828
359785	83604	20050510
359786	151871	20050510
359788	55211	20050510
359789	10866	20050510
359807	148713	20050510
359808	152905	20111008
359811	192217	20050507
359812	51142	20050510
359813	79161	20050510
359814	80724	20050510
359815	79682	20050510
359818	146712	20050502
359823	90187	20050510
359824	284161	20050510
359934	10099	20050217
359935	6791	20070427
359936	386665	20070619
359937	644233	20111018
359938	220786	20050510
359939	286494	20080229
359940	100419916	20161019
359942	340168	20050930
359943	83591	20051007
359944	90326	20050217
359945	55145	20050510
359946	392265	20110920
359947	144715	20050509
359949	100421515	20111001
359950	100533800	20111201
360000	286554	20060209
360012	57001	20050509
360031	377047	20050510
360154	80117	20050507
360169	360168	20070811
360189	360009	20110224
360215	120103	20050510
369010	386690	20050505
369011	346085	20090116
369012	442262	20071006
369013	343296	20081008
369014	100131810	20081025
369015	347051	20050510
373067	51259	20100818
373157	352993	20050503
373158	352998	20050504
373160	353021	20050506
373161	353011	20050507
373162	353001	20050508
373163	353002	20050509
373164	353003	20050510
373165	353004	20050510
373166	353005	20050510
373167	353014	20050510
373168	54435	20050510
373169	353020	20050510
373170	11061	20100930
373171	344813	20050508
373172	6399	20050510
373173	79090	20051020
373175	22878	20060310
373177	7109	20060310
373504	389856	20050615
373510	158880	20050510
373855	55486	20050502
373857	122199	20050502
373858	57414	20050503
373859	352997	20050504
374282	79890	20050510
374301	51105	20050510
374306	387638	20050510
374332	387680	20050510
374344	387700	20050601
374359	387715	20050510
374362	728327	20050510
374408	100287896	20070424
374410	4135	20050510
374415	57558	20050510
374421	85459	20050510
374427	399949	20050510
374467	144535	20140226
374501	220115	20050509
374544	387978	20050510
374561	57578	20050510
374564	730133	20050510
374574	3492	20050506
374604	440248	20050510
374611	9824	20050510
374629	11173	20050510
374631	283688	20050510
374649	374650	20050519
374656	440307	20050510
374664	79705	20060404
374676	440295	20070626
374706	729602	20050510
374734	388276	20050510
374738	388282	20050510
374763	388323	20050510
374777	79999	20050510
374791	414059	20050506
374793	6349	20050508
374796	9560	20050510
374797	727862	20050510
374805	201176	20050510
374826	439921	20050508
374838	9560	20050510
374901	399473	20050510
374913	653583	20050510
374929	84914	20050502
374936	388581	20050509
374937	85452	20050510
374939	440556	20050510
374945	378708	20050510
374947	653619	20050502
374950	653619	20050505
374956	374955	20050502
374976	374977	20050510
374981	127253	20050502
374992	164045	20070313
375010	100874392	20120531
375012	440672	20050503
375041	388719	20050507
375044	388722	20050510
375053	728510	20050510
375080	100132406	20050510
375081	25832	20060212
375096	140710	20050520
375101	388799	20050506
375108	149998	20050510
375113	653214	20070518
375115	388820	20050510
375118	25966	20050510
375127	729461	20091017
375159	91316	20050510
375192	55252	20050503
375199	63892	20050510
375200	63892	20050510
375250	57730	20050510
375251	57730	20070207
375258	727851	20051202
375296	285025	20050502
375313	389084	20050510
375328	152110	20050510
