symbol	chromosome	entrez_gene_id
ACE2	X	59272
ACE3	17	100129123
ACE3P	17	100129123
ACECS	20	55902
ACECS1	20	84532
ACEE	7	43
ACEH	X	59272
ACER1	19	125981
ACER2	9	340485
ACER3	11	55331
ACF	10	29974
ACF	22	387569
ACF1	14	11177
ACF64	10	29974
ACF65	10	29974
ACF7	1	23499
ACG	X	139818
ACG1A	14	9321
ACGNAT	11	10249
ACH	4	2261
ACH1	1	11332
ACH2	14	641371
ACHAP	6	51596
ACHE	7	43
ACHM1	8	54714
ACHM2	2	1261
ACHM4	1	2780
ACHM5	10	5146
ACHM6	12	5149
ACHM7	1	22926
ACHN	15	55323
ACHP	7	64327
ACHRA	2	1134
ACHRB	17	1140
ACHRE	17	1145
ACHRG	2	1146
ACID1	19	81857
ACID2	19	53635
ACIN1	14	22985
ACINUS	14	22985
ACIX	16	115
ACK	3	10188
ACK-1	3	10188
ACK1	3	10188
ACKR1	1	2532
ACKR2	3	1238
ACKR3	2	57007
ACKR4	3	51554
ACKR5	3	9034
ACKR6	17	83394
ACL	17	47
ACLP	7	165
ACLS	12	46
ACLS	15	374654
ACLS	7	2737
ACLSD	16	3483
ACLY	17	47
ACMICD	15	2200
ACMSD	2	130013
ACN	14	22985
ACN	22	4771
ACN9	7	57001
ACNATP	9	347275
ACNINV2	19	55851
ACNINV3	14	5663
ACO	19	55554
ACO1	9	48
ACO2	22	50
ACO3	15	3658
ACOD1	13	730249
ACOD4	4	79966
ACONM	22	50
ACONS	9	48
ACOT1	14	641371
ACOT11	1	26027
ACOT12	5	134526
ACOT13	6	55856
ACOT15	1	284486
ACOT2	14	10965
ACOT4	14	122970
ACOT6	14	641372
ACOT7	1	11332
ACOT8	20	10005
ACOT9	X	23597
ACOX	17	51
ACOX1	17	51
ACOX2	3	8309
ACOX3	4	8310
ACOXL	2	55289
ACOXL-AS1	2	400997
ACP	16	4706
ACP	9	60502
ACP-3	3	55
ACP1	16	4706
ACP1	2	52
ACP2	11	53
ACP3	3	55
ACP33	15	51324
ACP4	19	93650
ACP5	19	54
ACP6	1	51205
ACP7	19	390928
ACPA	19	5657
ACPD	15	9455
ACPH	3	327
ACPHD	13	5611
ACPIN1	7	84792
ACPL	2	8807
ACPL1	1	51205
ACPL2	3	92370
ACPP	3	55
ACPS	11	60496
ACPT	19	93650
ACR	22	49
ACR1	11	25824
ACRBP	12	84519
ACRC	X	93953
ACRDYS1	17	5573
ACRDYS2	5	5144
ACRP	17	9552
ACRP	9	8727
ACRP30	3	9370
ACRPS	7	85505
ACRPV	2	414058
ACRV1	11	56
ACS	11	84680
ACS	16	23659
ACS	20	55902
ACS1	4	2180
ACS2	10	51703
ACS2	5	23305
ACS3	2	2181
ACS3	7	7291
ACS4	X	2182
ACS5	10	51703
ACSA	20	55902
ACSB	19	10998
ACSBG1	15	23205
ACSBG2	19	81616
ACSF1	12	65985
ACSF2	17	80221
ACSF3	16	197322
ACSF4	4	132949
ACSL1	4	2180
ACSL3	2	2181
ACSL4	X	2182
ACSL5	10	51703
ACSL6	5	23305
ACSM1	16	116285
ACSM2A	16	123876
ACSM2B	16	348158
ACSM3	16	6296
ACSM4	12	341392
ACSM5	16	54988
ACSM5P1	16	100421779
ACSM6	10	142827
ACSMW	17	80221
ACSS1	20	84532
ACSS2	20	55902
ACSS3	12	79611
ACSVL1	15	11001
ACSVL2	5	28965
ACSVL3	1	11000
ACSVL4	9	10999
ACSVL5	19	376497
ACSVL6	19	10998
ACT	1	11332
ACT	17	71
ACT	5	345651
ACT	6	9457
ACT1	6	10758
ACT1GP1	3	73
ACT2	17	6351
ACT35	1	7293
ACTA	1	58
ACTA1	1	58
ACTA2	10	59
ACTA2-AS1	10	100132116
ACTA3	2	72
ACTB	2	728378
ACTB	7	60
ACTBL1	14	404785
ACTBL1	22	23784
ACTBL2	5	345651
ACTBL3	2	440915
ACTBP1	X	643309
ACTBP10	14	446207
ACTBP11	1	644220
ACTBP12	1	100462767
ACTBP13	3	389120
ACTBP14	10	389976
ACTBP2	5	62
ACTBP2	6	68
ACTBP3	18	63
ACTBP4	5	64
ACTBP6	8	66
ACTBP7	15	67
ACTBP8	6	68
ACTBP9	18	69
ACTC	15	70
ACTC1	15	70
ACTD	13	780896
ACTDP	20	11034
ACTE	2	72
ACTFS	12	4193
ACTG	17	71
ACTG1	17	71
ACTG1P1	3	73
ACTG1P10	X	83
ACTG1P11	Y	414754
ACTG1P12	3	100418921
ACTG1P13	3	100418920
ACTG1P14	9	100418910
ACTG1P15	15	100418951
ACTG1P16	16	100418960
ACTG1P17	15	283693
ACTG1P18	6	100418924
ACTG1P19	9	644160
ACTG1P2	Y	74
ACTG1P20	1	644961
ACTG1P21	1	100131291
ACTG1P22	2	100131953
ACTG1P23	3	442097
ACTG1P24	17	441783
ACTG1P3	20	75
ACTG1P4	1	648740
ACTG1P6	1	78
ACTG1P7	1	79
ACTG1P8	1	80
ACTG1P9	6	82
ACTG2	2	72
ACTGP1	3	73
ACTGP10	X	83
ACTGP2	Y	74
ACTGP3	20	75
ACTGP4	1	648740
ACTGP5	1	100462767
ACTGP6	1	78
ACTGP7	1	79
ACTGP8	1	80
ACTGP9	6	82
ACTH	2	5443
ACTHR	18	4158
ACTININ-4	19	81
ACTL1	X	83
ACTL10	20	170487
ACTL2	Y	74
ACTL3	2	72
ACTL6	3	86
ACTL6	7	51412
ACTL6A	3	86
ACTL6B	7	51412
ACTL7A	9	10881
ACTL7B	9	10880
ACTL8	1	81569
ACTL9	19	284382
ACTN1	14	87
ACTN1-AS1	14	161159
ACTN2	1	88
ACTN3	11	89
ACTN3D	11	89
ACTN4	19	81
ACTN4P1	4	344978
ACTN4P2	1	391026
ACTP1	2	106480335
ACTP1	X	83
ACTR	20	8202
ACTR10	14	55860
ACTR11	14	55860
ACTR1A	10	10121
ACTR1B	2	10120
ACTR2	2	10097
ACTR3	2	10096
ACTR3B	7	57180
ACTR3BP1	Y	643050
ACTR3BP2	2	440888
ACTR3BP3	16	647156
ACTR3BP4	4	777774
ACTR3BP5	10	399746
ACTR3BP6	22	644773
ACTR3C	7	653857
ACTR3P1	14	100288580
ACTR3P2	X	100129013
ACTR3P3	3	100128020
ACTR5	20	79913
ACTR6	12	64431
ACTR6P1	4	100421495
ACTR8	3	93973
ACTRI	2	90
ACTRIB	12	91
ACTRII	2	92
ACTRIIB	3	93
ACTRT1	X	139741
ACTRT2	1	140625
ACTRT3	3	84517
ACTSA	10	59
ACTSG	2	72
ACUG	16	64127
ACV	3	3708
ACVR1	2	90
ACVR1A	2	90
ACVR1B	12	91
ACVR1C	2	130399
ACVR2	2	92
ACVR2A	2	92
ACVR2B	3	93
ACVR2B-AS1	3	100128640
ACVRIP1	7	9863
ACVRL1	12	94
ACVRLK1	12	94
ACVRLK2	2	90
ACVRLK3	10	657
ACVRLK4	12	91
ACVRLK4	9	7046
ACVRLK7	2	130399
ACY-1	3	95
ACY-3	11	91703
ACY1	3	95
ACY1D	3	95
ACY1L	18	79839
ACY1L2	6	135293
ACY2	17	443
ACY3	11	91703
ACYL3P	18	390858
ACYM	2	98
ACYP	2	98
ACYP1	14	97
ACYP2	2	98
ACYPE	14	97
ACZ	7	27445
AD-003	9	28989
AD-004	5	102157402
AD-005	16	23019
AD-015	15	55829
AD-017	3	55830
AD-018	1	51611
AD-020	1	56900
AD-FSP	14	51062
AD002	11	51503
AD013	16	80205
AD021	4	51313
AD022	6	51567
AD023	17	57409
AD024	2	57405
AD025	9	55848
AD026	1	57413
AD029	13	55425
AD031	11	143872
AD034	6	83732
AD035	9	57704
AD036	4	51313
AD037	10	83937
AD1	21	351
AD10	15	102
AD10	7	780912
AD11	9	100188795
AD12	8	100188830
AD13	1	100188837
AD14	1	100188754
AD15	3	100188838
AD158	1	84230
AD16	X	100271718
AD17	6	101290498
AD18	15	102
AD19	19	23646
AD2	1	55672
AD2	19	348
AD24	10	64318
AD3	14	5663
AD3	2	11138
AD3L	1	5664
AD4	1	5664
AD4BP	9	2516
AD5	12	8081
AD6	10	64851
AD7	10	114475
AD8	20	353128
AD9	19	10347
ADA	20	100
ADA1	1	117143
ADA2	17	6871
ADA2	22	51816
ADA2(beta)	4	93624
ADA2A	17	6871
ADA2B	4	93624
ADA3	3	10474
ADABP	2	1803
ADAD1	4	132612
ADAD1P1	3	100422386
ADAD1P2	18	100422407
ADAD2	16	161931
ADAI	4	10117
ADAL	15	161823
ADAM 21	14	8747
ADAM 22	7	53616
ADAM 28	8	10863
ADAM 7	8	8756
ADAM-7	8	8756
ADAM-TS 11	21	11096
ADAM-TS 5	21	11096
ADAM-TS 6	5	11174
ADAM-TS 7	15	11173
ADAM-TS10	19	81794
ADAM-TS13	9	11093
ADAM-TS2	5	9509
ADAM-TS20	12	80070
ADAM-TS5	21	11096
ADAM-TS6	5	11174
ADAM-TS7	15	11173
ADAM-TS8	11	11095
ADAM1	12	8759
ADAM10	15	102
ADAM11	17	4185
ADAM12	10	8038
ADAM12-OT1	10	8038
ADAM15	1	8751
ADAM17	2	6868
ADAM18	2	6868
ADAM18	8	8749
ADAM19	5	8728
ADAM1A	12	8759
ADAM1B	12	100420505
ADAM1P	12	8759
ADAM2	8	2515
ADAM20	14	8748
ADAM20P1	14	317760
ADAM20P2	4	100533671
ADAM20P3	4	644325
ADAM21	14	8747
ADAM21P	14	145241
ADAM21P1	14	145241
ADAM22	7	53616
ADAM23	2	8745
ADAM24	8	646479
ADAM24P	8	646479
ADAM27	8	8749
ADAM28	8	10863
ADAM29	4	11086
ADAM3	8	1587
ADAM30	1	11085
ADAM31	14	8747
ADAM32	8	203102
ADAM33	20	80332
ADAM3A	8	1587
ADAM3B	16	1596
ADAM5	8	255926
ADAM5P	8	255926
ADAM6	14	8755
ADAM7	8	8756
ADAM8	10	101
ADAM9	8	8754
ADAMDEC1	8	27299
ADAMTS-10	19	81794
ADAMTS-11	21	11096
ADAMTS-13	9	11093
ADAMTS-2	1	9507
ADAMTS-2	5	9509
ADAMTS-20	12	80070
ADAMTS-3	5	9509
ADAMTS-4	1	9507
ADAMTS-4	4	9508
ADAMTS-5	21	11096
ADAMTS-6	5	11174
ADAMTS-7	15	11173
ADAMTS1	21	9510
ADAMTS10	19	81794
ADAMTS11	21	11096
ADAMTS12	5	81792
ADAMTS13	9	11093
ADAMTS14	10	140766
ADAMTS15	11	170689
ADAMTS16	5	170690
ADAMTS16s	5	170690
ADAMTS17	15	170691
ADAMTS18	16	170692
ADAMTS19	5	171019
ADAMTS19-AS1	5	103689846
ADAMTS2	5	9509
ADAMTS20	12	80070
ADAMTS21	16	170692
ADAMTS3	4	9508
ADAMTS4	1	9507
ADAMTS5	21	11096
ADAMTS6	5	11174
ADAMTS7	15	11173
ADAMTS7P1	15	390660
ADAMTS7P2	15	390660
ADAMTS7P3	15	400406
ADAMTS7P4	15	642935
ADAMTS8	11	11095
ADAMTS9	3	56999
ADAMTS9-AS1	3	101929335
ADAMTS9-AS2	3	100507098
ADAMTSL-1	9	92949
ADAMTSL-3	15	57188
ADAMTSL-4	1	54507
ADAMTSL-6	15	79875
ADAMTSL1	9	92949
ADAMTSL2	9	9719
ADAMTSL3	15	57188
ADAMTSL4	1	54507
ADAMTSL4-AS1	1	574406
ADAMTSL5	19	339366
ADAMTSL6	15	79875
ADAMTSR1	9	92949
ADANE	2	5903
ADAP	5	2533
ADAP-S	2	8540
ADAP1	7	11033
ADAP100	14	9472
ADAP2	17	55803
ADAP6	14	9472
ADAPT78	21	1827
ADAR	1	103
ADAR1	1	103
ADAR2	21	104
ADAR3	10	105
ADARB1	21	104
ADARB2	10	105
ADARB2-AS1	10	642394
ADAS	2	8540
ADAT1	16	23536
ADAT2	6	134637
ADAT3	19	113179
ADB2	16	3681
ADC	1	113451
ADC	3	339896
ADCA	20	5173
ADCAD1	15	4205
ADCAD2	12	4040
ADCADN	19	1786
ADCAII	3	6314
ADCK1	14	57143
ADCK2	7	90956
ADCK3	1	56997
ADCK4	19	79934
ADCK5	8	203054
ADCL1	7	2006
ADCL2	14	10516
ADCL3	10	5832
ADCME	2	554188
ADCP1	6	106
ADCP2	2	1803
ADCR	11	7491
ADCY1	7	107
ADCY10	1	55811
ADCY10P1	6	221442
ADCY2	5	108
ADCY3	2	109
ADCY3	8	114
ADCY4	14	196883
ADCY5	3	111
ADCY6	12	112
ADCY7	16	113
ADCY8	8	114
ADCY9	16	115
ADCYAP1	18	116
ADCYAP1R1	7	117
ADD1	4	118
ADD2	2	119
ADD3	10	120
ADD3-AS1	10	100505933
ADDA	4	118
ADDB	2	119
ADDH	10	11128
ADDL	10	120
ADE2	4	10606
ADE2H1	4	10606
ADEH	1	159
ADERM	4	56916
ADF	20	11034
ADF	9	2934
ADFN	X	122
ADFP	9	123
ADG-90	6	54438
ADGB	6	79747
ADGF	22	51816
ADGRA1	10	84435
ADGRA1-AS1	10	100128127
ADGRA2	8	25960
ADGRA3	4	166647
ADGRB1	8	575
ADGRB2	1	576
ADGRB3	6	577
ADGRC1	22	9620
ADGRC2	1	1952
ADGRC3	3	1951
ADGRD1	12	283383
ADGRD1-AS1	12	105755954
ADGRD2	9	347088
ADGRE1	19	2015
ADGRE2	19	30817
ADGRE3	19	84658
ADGRE4P	19	326342
ADGRE5	19	976
ADGRF1	6	266977
ADGRF2	6	222611
ADGRF3	2	165082
ADGRF4	6	221393
ADGRF5	6	221395
ADGRF5P1	9	389740
ADGRF5P2	9	441416
ADGRG1	16	9289
ADGRG2	X	10149
ADGRG3	16	222487
ADGRG4	X	139378
ADGRG5	16	221188
ADGRG6	6	57211
ADGRG7	3	84873
ADGRL1	19	22859
ADGRL2	1	23266
ADGRL3	4	23284
ADGRL3-AS1	4	101927186
ADGRL4	1	64123
ADGRV1	5	84059
ADH	20	551
ADH-2	4	127
ADH-3	4	128
ADH-5	4	130
ADH1	4	124
ADH1A	4	124
ADH1B	4	125
ADH1C	4	126
ADH2	4	125
ADH3	4	126
ADH4	4	127
ADH5	4	128
ADH5B	6	642443
ADH5P2	1	343296
ADH5P3	1	100131810
ADH5P4	6	642443
ADH6	4	130
ADH7	4	131
ADH8	8	137872
ADHAPS	2	8540
ADHD1	16	450087
ADHD2	17	450088
ADHD3	6	450089
ADHD4	5	450090
ADHD5	2	100190790
ADHD6	13	100190791
ADHD7	12	121278
ADHFE1	8	137872
ADHR	12	8074
ADHR	X	554
ADHX	4	128
ADI1	2	55256
ADI1P1	20	100130936
ADI1P2	8	100288971
ADI1P3	12	100288129
ADIG	20	149685
ADIP	1	117178
ADIPOQ	3	9370
ADIPOQ-AS1	3	100874095
ADIPOR1	1	51094
ADIPOR1P1	10	645220
ADIPOR1P2	14	390503
ADIPOR2	12	79602
ADIPQTL1	3	9370
ADIPQTL2	5	171511
ADIPQTL3	14	171512
ADIPQTL4	11	100271698
ADIPQTL5	16	100653375
ADIPSIN	19	1675
ADIR	1	64222
ADIR2	1	64222
ADIR2	11	4928
ADIRF	10	10974
ADIRF-AS1	10	100133190
ADK	10	132
ADK2	1	204
ADL	17	6442
ADLD	5	4001
ADLICANP	Y	286544
ADLTE	10	9211
ADM	11	133
ADM2	22	79924
ADM5	19	199800
ADMCKD	1	4582
ADMCKD1	1	4582
ADMCKD2	16	7369
ADMD	6	6785
ADMFD	20	83737
ADMIO	17	6774
ADMIO1	17	6774
ADMIO2	2	7535
ADMLX	X	3730
ADMLY	Y	3734
ADMP	3	165679
ADMP-1	1	9507
ADMP-2	21	11096
ADMR	12	11318
ADN	19	1675
ADNIV	11	726
ADNP	20	23394
ADNP-AS1	20	101927631
ADNP1	20	23394
ADNP2	18	22850
ADO	10	84890
ADO15	15	55829
ADOHCYASE3	7	23382
ADOHR	17	5573
ADOMETDC	6	262
ADORA1	1	134
ADORA2	17	136
ADORA2	22	135
ADORA2A	22	135
ADORA2A-AS1	22	646023
ADORA2B	17	136
ADORA2BP	1	137
ADORA2BP1	1	137
ADORA3	1	140
ADP	1	23038
ADP-GK	15	83440
ADPAEF	10	9211
ADPEAF	10	9211
ADPG	16	4350
ADPG-R	3	64805
ADPGK	15	83440
ADPGK-AS1	15	100287559
ADPN	22	80339
ADPN	3	9370
ADPRC 1	4	952
ADPRC1	4	952
ADPRH	3	141
ADPRHL1	13	113622
ADPRHL2	1	54936
ADPRM	17	56985
ADPRT	1	142
ADPRT 1	1	142
ADPRT1	1	142
ADPRT2	14	10038
ADPRT3	3	10039
ADPRTL1	13	143
ADPRTL1P	Y	347613
ADPRTL2	14	10038
ADPRTL2	3	10039
ADPRTL3	14	10038
ADPRTL3	3	10039
ADPRTL4	22	107133524
ADPRTP1	13	144
ADPRTP2	14	145
ADPS	2	8540
ADPSP	2	6683
ADR	7	231
ADRA1	20	146
ADRA1	5	147
ADRA1A	20	146
ADRA1A	8	148
ADRA1B	5	147
ADRA1C	8	148
ADRA1D	20	146
ADRA1L1	8	148
ADRA1R	20	146
ADRA2	10	150
ADRA2A	10	150
ADRA2B	2	151
ADRA2C	4	152
ADRA2L1	2	151
ADRA2L2	4	152
ADRA2R	10	150
ADRA2RL1	2	151
ADRA2RL2	4	152
ADRACALA	12	8086
ADRACALIN	12	8086
ADRAR	10	150
ADRARL1	2	151
ADRARL2	4	152
ADRB1	10	153
ADRB1R	10	153
ADRB2	5	154
ADRB2R	5	154
ADRB2RL1	5	3350
ADRB3	8	155
ADRBK1	11	156
ADRBK2	22	157
ADRBR	5	154
ADRBRL1	5	3350
ADRM1	20	11047
ADRP	9	123
ADSA	8	81790
ADSD	5	8622
ADSD2	6	10846
ADSF	19	56729
ADSL	22	158
ADSS	1	159
ADSS 2	1	159
ADSSL1	14	122622
ADTAA	19	160
ADTAB	11	161
ADTB1	22	162
ADTB1L1	22	23782
ADTB1L2	22	23781
ADTB2	17	163
ADTB3	5	8546
ADTB3A	5	8546
ADTD	19	8943
ADTG	16	164
ADTRP	6	84830
ADVIL	12	10677
ADWH	12	121391
ADX	11	2230
ADXP1	20	2231
ADXR	17	2232
AE01	1	400818
AE1	17	6521
AE2	1	84224
AE2	7	6522
AE3	2	6508
AE4	5	83697
AEACEI	X	7512
AEBP1	7	165
AEBP2	12	121536
AEG-1	8	92140
AEG1	8	92140
AEGL1	6	167
AEGP	9	158056
AEMK	12	3736
AEN	15	64782
AEP	14	5641
AEP1	9	26165
AEP2	17	124783
AEPLC	21	25825
AER61	3	285203
AES	19	166
AES-1	19	166
AES-2	19	166
AEZ	8	55630
AF	1	5710
AF-1	1	5710
AF-1	21	3460
AF-1P	1	2060
AF1	5	1946
AF10	10	8028
AF15Q14	15	57082
AF17	17	4302
AF17q25	17	10801
AF1P	1	2060
AF1Q	1	10962
AF3P21	3	51517
AF4	4	4299
AF4p12	4	285527
AF5Q31	5	27125
AF5alpha	5	64105
AF6	6	4301
AF6q21	6	2309
AF8T	3	169
AF9	9	4300
AF9Q34	9	153090
AFA1	3	100188784
AFABP	8	2167
AFAF	9	54586
AFAP	4	60312
AFAP-110	4	60312
AFAP1	4	60312
AFAP1-AS	4	84740
AFAP1-AS1	4	84740
AFAP110	4	60312
AFAP1AS	4	84740
AFAP1L1	5	134265
AFAP1L2	10	84632
AFAR	1	8574
AFAR1	1	8574
AFAR2	1	22977
AFAR3	1	246181
AFARP1	1	246182
AFB1-AR 3	1	246181
AFB1-AR1	1	8574
AFB1-AR3	1	246181
AFBP	7	3484
AFCP	2	822
AFD1	1	10262
AFD1	9	171
AFDC1	10	84896
AFDCIN	2	25885
AFDN	6	4301
AFDN	9	171
AFDN-AS1	6	653483
AFDN-DT	6	653483
AFF1	4	4299
AFF1-AS1	4	100506746
AFF2	X	2334
AFF2-IT1	X	100874269
AFF29	9	195828
AFF3	2	3899
AFF4	5	27125
AFG1	6	246269
AFG1L	6	246269
AFG2	4	166378
AFG3	16	172
AFG3L1	16	172
AFG3L1P	16	172
AFG3L2	18	10939
AFG3L2P	8	347028
AFG3L2P1	8	347028
AFGF	5	2246
AFI1A	3	201627
AFI1B	22	414918
AFM	4	173
AFMID	17	125061
AFND	5	57688
AFP	4	174
AFP	6	7726
AFPD	4	174
AFR1	8	22882
AFRO	10	10974
AFT	16	55783
AFTPH	2	54812
AFURS1	3	79572
AFX	X	4303
AFX1	X	4303
AG-2	7	10551
AG-3	7	155465
AG2	11	387763
AG2	7	10551
AG2S	3	185
AG3	1	284565
AG3	7	155465
AGA	4	175
AGA2	X	100188771
AGA3	20	100217387
AGAP-1	2	116987
AGAP-3	7	116988
AGAP-4	10	119016
AGAP-6	10	414189
AGAP-7	10	653268
AGAP-8	10	119016
AGAP-9	10	642517
AGAP1	2	116987
AGAP1-IT1	2	100506749
AGAP10	10	653234
AGAP10P	10	653234
AGAP11	10	119385
AGAP12P	10	414224
AGAP13P	10	728005
AGAP14	10	653259
AGAP14P	10	653259
AGAP2	12	116986
AGAP2-AS1	12	100130776
AGAP3	7	116988
AGAP4	10	119016
AGAP5	10	729092
AGAP6	10	414189
AGAP7	10	653268
AGAP7P	10	653268
AGAP8	10	119016
AGAP9	10	642517
AGAS	17	162417
AGAT	15	2628
AGBK	15	374654
AGBL1	15	123624
AGBL1-AS1	15	727915
AGBL2	11	79841
AGBL3	7	340351
AGBL4	1	84871
AGBL4-IT1	1	100874313
AGBL5	2	60509
AGBL5-AS1	2	100874031
AGBL5-IT1	2	106481744
AGC1	15	176
AGC1	2	8604
AGCAN	15	176
AGD1	11	399959
AGD2	2	541471
AGD3	12	387882
AGE-R2	19	5589
AGEL	9	2934
AGER	6	177
AGER1	1	1650
AGF	19	83854
AGFG1	2	3267
AGFG2	7	3268
AGGF1	5	55109
AGGF1P1	4	100132380
AGGF1P10	20	100288774
AGGF1P2	10	644435
AGGF1P3	3	391552
AGGF1P4	16	100129351
AGGF1P5	16	100128103
AGGF1P6	16	106481737
AGGF1P7	16	100132606
AGGF1P8	16	100128804
AGGF1P9	16	100127958
AGGG	7	4708
AGGRUS	1	10630
AGIF	19	3589
AGK	7	55750
AGKP1	Y	359793
AGKY1	Y	359793
AGL	1	178
AGLA546	17	93210
AGM	4	3490
AGM1	14	3507
AGM1	6	5238
AGM2	22	3543
AGM4	10	29760
AGM5	9	56262
AGM6	17	974
AGM7	5	5295
AGM8	19	6929
AGMAT	1	79814
AGMO	7	392636
AGMX1	X	695
AGMX2	X	179
AGO	4	55294
AGO1	1	26523
AGO2	8	27161
AGO3	1	192669
AGO4	1	192670
AGO61	3	84892
AGOTC	1	5396
AGP-A	9	5004
AGP-B	9	5005
AGP-B'	9	5005
AGP1	8	284
AGP1	9	5004
AGP2	9	5005
AGP3	20	100135756
AGP7	19	5657
AGPA3119	1	374946
AGPAT 10	4	84803
AGPAT1	6	10554
AGPAT10	4	84803
AGPAT10	5	79888
AGPAT11	16	54947
AGPAT2	9	10555
AGPAT3	21	56894
AGPAT4	6	56895
AGPAT4-IT1	6	79992
AGPAT5	8	55326
AGPAT5P1	Y	646231
AGPAT6	8	137964
AGPAT7	15	254531
AGPAT8	2	253558
AGPAT8	4	84803
AGPAT9	4	84803
AGPAT9	5	79888
AGPHD1	15	123688
AGPS	2	8540
AGPT	8	284
AGPT2	8	285
AGR1	1	51060
AGR16	19	9294
AGR2	7	10551
AGR3	7	155465
AGRIN	1	375790
AGRINL	5	133584
AGRN	1	375790
AGRNL	5	133584
AGRNR	3	1605
AGRP	16	181
AGRT	16	181
AGS	20	182
AGS1	17	51655
AGS1	20	182
AGS1	3	11277
AGS2	1	4853
AGS2	13	79621
AGS3	11	84153
AGS3	9	26086
AGS4	19	10535
AGS4	6	63940
AGS6	1	103
AGS7	2	64135
AGS8	6	84624
AGSPX	X	100188767
AGSW	20	434
AGT	1	183
AGT	2	189
AGT-1	8	157724
AGT1	2	189
AGT1	8	157724
AGT2	5	64902
AGTAVPRL	1	114548
AGTBP	5	57486
AGTI	20	434
AGTIL	20	434
AGTPBP1	9	23287
AGTR1	3	185
AGTR1B	3	185
AGTR2	X	186
AGTRAP	1	57085
AGTRL1	11	187
AGU	4	175
AGU1	9	103611155
AGU2	4	57291
AGX	1	6675
AGX1	1	6675
AGX2	1	6675
AGXT	2	189
AGXT1	2	189
AGXT2	5	64902
AGXT2L1	4	64850
AGXT2L2	5	85007
AH	3	200879
AH	4	266790
AH2	2	84083
AHA1	14	10598
AHA1	2	130872
AHAS	19	10994
AHC	X	190
AHC2	19	478
AHCH	X	190
AHCP	6	51439
AHCTF1	1	25909
AHCTF1P	2	285116
AHCTF1P1	2	285116
AHCY	20	191
AHCYL1	1	10768
AHCYL2	7	23382
AHCYP1	10	340844
AHCYP2	9	392387
AHCYP3	2	402093
AHCYP4	2	129560
AHCYP5	2	391470
AHCYP6	11	100419714
AHCYP7	15	645486
AHCYP8	1	107063538
AHD	20	182
AHDC1	1	27245
AHDS	X	6567
AHF	X	2157
AHH	15	1543
AHH	5	57491
AHHR	5	57491
AHI-1	6	54806
AHI1	6	54806
AHMIO1	12	4891
AHMIO2	2	55240
AHNAK	11	79026
AHNAK2	14	113146
AHNAKRS	11	79026
AHO	20	2778
AHO3	2	9759
AHR	7	196
AHRR	15	1543
AHRR	5	57491
AHS	3	197
AHSA1	14	10598
AHSA2	2	130872
AHSA2P	2	130872
AHSG	3	197
AHSP	16	51327
AHUS1	1	3075
AHUS2	1	4179
AHUS3	4	3426
AHUS4	6	629
AHUS5	19	718
AHUS6	20	7056
AHUS7	17	8526
AHX	X	190
AI1A	1	3914
AI1C	4	10117
AI1E	X	265
AI1F	4	258
AI1G	17	54757
AI1H	2	3694
AI1J	19	93650
AI2A1	19	9622
AI2A2	11	9313
AI2A3	15	256764
AI2A4	4	152816
AI2A5	14	123041
AI2A6	14	8111
AI3	8	286077
AI3A	8	286077
AI3B	4	401138
AI4	17	1747
AIADK	17	22861
AIB	7	116833
AIB-1	20	8202
AIB1	20	8202
AIB1	7	116833
AIB2	19	449013
AIB3	1	497657
AIB3	20	23054
AIBC1	20	8537
AIBP63	11	11234
AIBP80	2	51455
AIBZIP	1	148327
AIC	X	192
AICAR	2	471
AICARFT	2	471
AICDA	12	57379
AICL	12	9976
AID	12	57379
AIDA	1	64853
AIDA	12	56899
AIDA-1	12	56899
AIDD	12	117159
AIE-75	11	10083
AIE2	19	6795
AIEBP	19	83878
AIED	X	778
AIF	X	9131
AIF-1	6	199
AIF1	6	199
AIF1L	9	83543
AIF4	20	83737
AIFEC	2	58484
AIFL	22	150209
AIFM1	X	9131
AIFM1P1	10	645120
AIFM2	10	84883
AIFM3	22	150209
AIG-1	6	51390
AIG1	6	51390
AIG1L	6	84830
AIG1P1	5	106479028
AIG6	6	2289
AIGF	10	2253
AIGFS	17	54757
AIGP1	20	10955
AIH1	X	265
AIH2	4	10117
AIH3	X	201
AII	1	114548
AIID	X	50943
AIK	20	6790
AIK2	17	9212
AIK3	19	6795
AILIM	2	29851
AILJK	1	1314
AIM	1	922
AIM	12	969
AIM	19	1786
AIM-1	17	9212
AIM1	17	9212
AIM1	5	51151
AIM1	6	202
AIM1L	1	55057
AIM2	1	9447
AIM29	2	130355
AIMAH2	16	79798
AIMP1	4	9255
AIMP1P1	20	170547
AIMP1P2	1	100873064
AIMP2	7	7965
AIMP3	6	9521
AIO	17	22806
AIOLOS	17	22806
AIP	1	54998
AIP	11	9049
AIP-1	2	10152
AIP-1	7	9863
AIP-1	9	153090
AIP-3	3	9223
AIP-6	2	151188
AIP1	11	330
AIP1	16	23204
AIP1	3	10015
AIP1	4	9948
AIP1	7	9863
AIP1	9	153090
AIP1	X	139741
AIP2	16	11060
AIP3	3	9223
AIP4	20	83737
AIP5	8	11059
AIP6	2	151188
AIP70	6	134728
AIPC	5	23037
AIPDS	5	90268
AIPL1	17	23746
AIPL2	17	23746
AIPP1	X	51248
AIR	1	7808
AIR	6	100271873
AIR1	9	84186
